DATES,Enjin Coin,Maker,Solana,Cardano,Monero,Litecoin,Dogecoin,Chainlink,Bitcoin,XRP,Bitcoin Cash,Polygon,Ethereum,Uniswap,VeChain,Curve DAO Token,Avalanche,Algorand,Stellar,IOTA,Cronos,Fantom,Flow,Tezos,Ethereum Classic,Dash,Internet Computer,Elrond,Polkadot,Binance Coin,Terra Classic,Stacks,Wrapped Bitcoin,Axie Infinity,TRON,Zcash,EOS,Hedera Hashgraph,Sand,Filecoin,Tether,Dai,USD Coin,Basic Attention Token,Cosmos,Cosmos.1,TerraUSD,Decentraland,Shiba Inu,Aave
2023-02-12,0.45,687.4265,,0.3639,159.26,92.165,0.0826,6.8289,21741.45,0.3774,123.51,,1511.289,6.3568,0.0238,0.934,17.8763,0.2478,0.084,0.2317,0.0767,0.4489,1.0345,1.0768,20.966,62.169,5.4825,43.65,6.1615,315.1701,0.000166,0.2976,,9.94,0.064,45.666,1.0467,0.0884,0.711,4.915,1.0002,0.9996,0.9995,0.286,13.5675,13.5675,,0.6663,1.286e-05,77.5
2023-02-13,0.4154,758.9501,,0.3571,155.025,89.364,0.0814,6.5826,21630.92,0.3722,122.75,,1486.479,6.1922,0.0226,1.0408,17.3503,0.2375,0.0845,0.227,0.0728,0.4544,1.001,1.0271,20.4,63.629,5.258,40.8995,6.0187,290.475,0.000169,0.2869,,9.41,0.0653,42.97,1.0234,0.0859,0.6689,4.7897,1.0007,0.9999,0.9994,0.2842,12.9933,12.9933,,0.6312,1.234e-05,80.91
2023-02-14,0.4412,742.7501,,0.3859,157.925,95.337,0.0835,6.7942,22252.63,0.3785,126.3,,1556.15,6.5554,0.0238,1.0684,18.09,0.2518,0.0853,0.2311,0.0758,0.5152,1.0235,1.0568,21.14,68.957,5.5269,44.3478,6.2175,296.3658,0.000169,0.3027,,9.9222,0.0667,43.684,1.0429,0.0866,0.7105,5.0733,1.0006,1.0,0.9997,0.299,13.4115,13.4115,,0.6748,1.268e-05,82.6167
2023-02-15,0.4773,751.4071,,0.4021,163.835,101.555,0.0882,7.1696,24179.13,0.3994,134.84,,1665.885,6.901,0.0255,1.1342,19.545,0.2714,0.0891,0.2469,0.0775,0.56,1.129,1.1456,22.345,73.024,5.9731,46.3285,6.5314,314.4678,0.000172,0.3546,,10.6235,0.0704,45.72,1.0926,0.0908,0.7517,5.446,1.0001,0.9987,1.0001,0.3094,14.009,14.009,,0.7178,1.365e-05,87.011
2023-02-16,0.476,721.6501,,0.3975,159.35,101.67,0.0871,7.1895,24535.46,0.3921,131.88,,1682.978,6.7776,0.0253,1.1592,19.42,0.2682,0.0884,0.2424,0.078,0.5505,1.1427,1.1326,22.051,74.253,6.217,48.696,6.5803,313.1246,0.000172,0.3287,,10.57,0.0678,44.709,1.0775,0.0875,0.7569,5.802,1.0001,1.0002,0.9999,0.302,13.899,13.899,,0.7091,1.307e-05,86.8565
2023-02-17,0.483,725.7501,,0.4034,158.895,100.575,0.0875,7.512,24487.25,0.3953,133.46,,1693.85,6.7236,0.0277,1.2065,19.4506,0.2716,0.0898,0.2467,0.0794,0.5622,1.29,1.152,22.38,73.369,7.337,49.66,7.3116,309.2076,0.000172,0.331,,10.633,0.0712,45.135,1.1964,0.0865,0.7653,7.446,1.0001,1.0,1.0,0.3044,14.054,14.054,,0.7153,1.324e-05,86.6946
2023-02-18,0.4902,725.8301,,0.4055,162.11,99.572,0.0885,8.0387,24621.25,0.3935,135.65,,1687.713,6.992,0.0272,1.2374,19.496,0.273,0.0918,0.2466,0.0796,0.5512,1.3135,1.1742,22.721,72.862,7.0848,52.109,7.2514,315.3559,0.00017,0.3767,,10.8135,0.0701,45.646,1.2328,0.0853,0.7622,7.625,1.0002,1.0,1.0015,0.3065,14.321,14.321,,0.7119,1.312e-05,90.2341
2023-02-19,0.4824,741.5401,,0.4031,161.8,98.471,0.0873,7.9403,24546.64,0.3888,136.77,,1686.479,7.2673,0.0294,1.2144,19.86,0.2742,0.0912,0.2504,0.0795,0.5262,1.332,1.1843,22.78,71.62,7.464,51.565,7.534,313.582,0.000168,0.4961,,10.9072,0.0708,47.631,1.2491,0.0885,0.7832,8.832,1.0002,1.0,1.0,0.307,14.248,14.248,,0.7201,1.348e-05,91.01
2023-02-20,0.5151,767.1109,,0.4037,161.145,95.814,0.088,7.971,24769.17,0.3994,144.11,,1701.182,7.2779,0.0319,1.2642,20.84,0.284,0.0947,0.2679,0.0839,0.5151,1.3735,1.2603,23.059,72.787,7.26,52.815,7.496,314.304,0.000168,0.626,,11.215,0.0714,49.94,1.2588,0.0862,0.8352,8.1738,1.0,0.9998,1.001,0.3185,14.4295,14.4295,,0.7415,1.339e-05,91.48
2023-02-21,0.4827,772.4601,,0.3887,157.395,92.419,0.0847,7.5529,24199.85,0.3892,143.47,,1642.358,6.956,0.0301,1.1565,20.8,0.2747,0.0951,0.253,0.0851,0.5101,1.286,1.2021,22.478,70.022,6.7742,50.8495,7.1351,309.9166,0.000167,0.7002,,10.625,0.0691,47.961,1.2075,0.0812,0.77,7.99,1.0002,0.9999,1.0,0.3022,13.672,13.672,,0.6949,1.292e-05,86.518
2023-02-22,0.4755,746.5401,,0.3845,156.83,93.795,0.0846,7.6017,23805.88,0.3928,140.39,,1619.5,6.826,0.0289,1.0844,19.9785,0.2674,0.0916,0.257,0.0823,0.5031,1.2,1.3255,22.219,72.239,6.6393,49.0215,7.0536,303.5369,0.00016,0.7421,,10.38,0.0692,47.217,1.1944,0.0811,0.7518,7.8069,1.0001,0.9998,1.0,0.3221,13.43,13.43,,0.6933,1.284e-05,83.818
2023-02-23,0.5409,742.0501,,0.3819,150.555,94.153,0.084,7.8317,23878.02,0.3884,138.21,,1644.966,6.9059,0.0295,1.084,19.645,0.2681,0.0907,0.2509,0.0829,0.4908,1.215,1.3425,21.993,71.824,6.71,49.899,7.0536,308.3027,0.00016,0.846,,10.437,0.0698,47.35,1.1713,0.0805,0.752,7.789,1.0002,1.0005,1.0,0.3172,13.675,13.675,,0.6926,1.312e-05,85.12
2023-02-24,0.496,706.5742,,0.3627,149.965,91.04,0.0802,7.6433,23101.79,0.3749,131.64,,1602.65,6.5165,0.0275,1.0005,18.196,0.2532,0.0882,0.2546,0.0799,0.4589,1.1605,1.2302,20.941,68.75,6.1729,48.2883,6.5271,301.1467,0.000167,0.71,,9.8567,0.0675,45.015,1.1094,0.077,0.7112,6.672,1.0,0.9999,0.9999,0.2943,13.093,13.093,,0.6555,1.259e-05,80.795
2023-02-25,0.4568,686.6801,,0.3551,147.795,92.005,0.0795,7.279,22940.51,0.3743,130.98,,1574.7,6.3307,0.0263,0.964,17.59,0.2453,0.0874,0.2512,0.0777,0.4438,1.1725,1.1713,20.512,68.602,5.952,47.0475,6.3817,298.2451,0.000158,0.75,,9.593,0.0672,43.834,1.0866,0.0733,0.6843,6.5283,1.0001,1.0003,1.0,0.2869,12.575,12.575,,0.6281,1.219e-05,78.3251
2023-02-26,0.493,772.7235,,0.3691,151.875,95.095,0.0822,7.493,23560.84,0.3784,136.58,,1642.53,6.6086,0.0282,1.0197,18.43,0.2548,0.0886,0.2527,0.0807,0.4744,1.223,1.2137,21.471,74.373,6.2465,49.8295,6.6912,308.8431,0.000161,0.7835,,9.9994,0.0695,45.179,1.1234,0.075,0.7138,6.861,1.0002,0.9998,1.0001,0.3116,13.01,13.01,,0.6659,1.291e-05,81.9511
2023-02-27,0.4764,781.3301,,0.3633,149.295,93.534,0.081,7.2225,23384.87,0.3791,134.14,,1627.448,6.4125,0.0279,0.9964,17.858,0.2524,0.0882,0.2472,0.0789,0.4539,1.1995,1.1791,21.096,74.482,6.1077,48.5415,6.5502,304.3901,0.000163,0.8934,,9.899,0.0689,43.756,1.1163,0.0715,0.7033,6.7898,1.0001,1.0005,0.9994,0.3029,12.734,12.734,,0.6451,1.247e-05,80.5665
2023-02-28,0.4535,777.7451,,0.3509,150.47,93.555,0.0803,7.2027,23146.88,0.3765,131.19,,1605.83,6.422,0.0269,0.9882,17.069,0.2441,0.0862,0.2382,0.0778,0.4316,1.1555,1.1359,20.661,72.466,5.7829,48.1695,6.3166,300.9971,0.000162,0.865,,9.5866,0.0687,43.073,1.1519,0.0686,0.69,6.381,1.0022,0.9996,1.0,0.2898,12.1462,12.1462,,0.6232,1.203e-05,77.19
2023-03-01,0.4713,944.7551,,0.3593,152.66,97.527,0.082,7.5133,23558.34,0.3828,134.09,,1657.455,6.8057,0.028,1.026,17.6195,0.2498,0.0876,0.2497,0.0777,0.4655,1.19,1.1905,21.223,73.944,6.135,48.3775,6.4859,302.1537,0.000165,0.9798,,9.9581,0.0697,43.754,1.2055,0.0701,0.699,7.1752,1.0001,1.0004,0.9999,0.2989,12.681,12.681,,0.6524,1.223e-05,82.3595
2023-03-02,0.4588,878.8513,,0.3489,151.465,95.058,0.0803,7.2382,23415.5,0.378,131.42,,1640.838,6.6094,0.0269,0.988,17.358,0.241,0.0873,0.237,0.0765,0.4441,1.1415,1.165,20.972,72.078,5.897,46.29,6.2683,299.6688,0.000166,0.9166,,9.7,0.0697,43.28,1.2457,0.0677,0.6832,6.836,1.0,1.0005,0.9999,0.2895,12.3925,12.3925,,0.6371,1.206e-05,79.727
2023-03-03,0.429,908.9901,,0.3404,145.33,89.596,0.0762,6.909,22242.64,0.373,125.05,,1559.5,6.2124,0.0253,0.9247,16.4995,0.2306,0.0847,0.2196,0.0725,0.4189,1.066,1.1274,20.142,69.057,5.4732,42.754,6.0024,287.55,0.000149,0.8529,,9.04,0.0669,38.69,1.2617,0.0638,0.6328,6.147,1.0001,0.9999,1.0,0.2644,11.9225,11.9225,,0.5962,1.123e-05,76.19
2023-03-04,0.417,848.6301,,0.3323,145.25,88.06,0.0732,6.7574,22216.8,0.3704,122.81,,1556.995,6.0632,0.0242,0.8894,15.8282,0.2218,0.0824,0.2132,0.0725,0.3899,1.03,1.0916,19.816,65.924,5.247,42.0728,5.7813,287.1,0.000139,0.7194,,8.5691,0.0662,37.775,1.2033,0.0625,0.6023,5.7773,1.0002,0.9997,0.9999,0.2548,11.655,11.655,,0.5634,1.087e-05,73.9948
2023-03-05,0.4242,961.8551,,0.3386,149.295,90.248,0.0753,6.9965,22485.95,0.3694,124.64,,1572.135,6.3712,0.0247,0.9373,16.35,0.2295,0.0836,0.2182,0.0735,0.4101,1.0585,1.1339,19.946,66.994,5.42,43.641,6.0246,290.15,0.000145,0.7419,,8.9079,0.0678,38.516,1.2344,0.0651,0.6232,6.2335,1.0001,1.0003,1.0,0.2608,12.15,12.15,,0.5866,1.12e-05,75.77
2023-03-06,0.4263,914.7701,,0.3311,152.695,87.69,0.0746,6.9016,22408.87,0.3711,123.93,,1566.448,6.3461,0.0245,0.9488,16.43,0.2269,0.0829,0.2128,0.072,0.4165,1.0525,1.136,19.655,62.61,5.3564,43.6765,5.9256,287.6,0.000146,0.7334,,8.9,0.0673,38.393,1.2079,0.0639,0.6275,6.109,1.0,1.0,1.0001,0.2593,12.047,12.047,,0.6139,1.114e-05,76.75
2023-03-07,0.424,918.8601,,0.3277,149.97,85.513,0.0735,6.748,22055.35,0.3827,121.26,,1550.415,6.366,0.0231,0.9645,16.002,0.215,0.0824,0.2087,0.0701,0.3934,1.001,1.096,19.053,61.313,5.2553,41.6895,5.7894,287.22,0.00014,0.6645,,8.519,0.0661,37.105,1.1749,0.0627,0.5995,5.873,0.9999,0.9999,0.9999,0.2466,11.653,11.653,,0.5795,1.083e-05,74.2561
2023-03-08,0.3964,892.9501,,0.322,147.74,83.316,0.072,6.6984,22006.5,0.3924,118.8,,1552.715,6.2271,0.0226,0.9056,15.45,0.2053,0.0831,0.2023,0.0681,0.3676,0.969,1.0402,18.479,60.141,5.106,40.487,5.664,290.3,0.000136,0.6289,,7.99,0.0656,36.29,1.1365,0.06,0.5785,5.9082,0.9999,0.9997,0.9999,0.241,11.191,11.191,,0.5559,1.105e-05,72.83
2023-03-09,0.3541,816.1256,,0.3049,141.665,75.254,0.0641,6.0753,20226.09,0.3679,107.7,,1432.508,5.6652,0.0202,0.8267,14.24,0.1896,0.0767,0.1902,0.0625,0.3311,0.877,0.97,16.768,54.723,4.68,37.38,5.3446,272.4,0.000126,0.5612,,7.2734,0.057,33.503,1.034,0.0552,0.5249,5.323,1.0,0.9998,0.9999,0.2164,10.8785,10.8785,,0.5106,1e-05,67.8705
2023-03-10,0.3482,780.0801,,0.3122,133.785,71.515,0.0654,6.2178,20101.78,0.3702,110.78,1.0485,1426.1,5.6279,0.0205,0.8781,14.836,0.1876,0.0782,0.1846,0.0623,0.3392,0.861,1.0124,17.325,50.833,4.9135,38.1835,5.5132,276.83,0.000122,0.5955,,7.36,0.0569,31.78,1.0405,0.0586,0.5327,5.26,1.0013,1.0005,1.0,0.2103,11.073,11.073,,0.5219,1.023e-05,67.79
2023-03-11,0.3442,714.1051,,0.3042,141.455,69.017,0.066,6.1895,20503.75,0.3648,113.31,1.0484,1475.2,5.4647,0.0203,0.8444,14.376,0.1874,0.0786,0.1911,0.0648,0.3309,0.8625,0.9805,17.156,47.1,4.727,38.019,5.4599,276.5,0.000121,0.6028,,7.22,0.0589,31.73,0.9995,0.0574,0.526,4.952,1.0074,0.965,0.9594,0.2072,10.95,10.95,,0.5137,1.027e-05,67.1
2023-03-12,0.3632,726.0183,,0.3224,149.51,73.625,0.0699,6.4543,21491.18,0.3655,119.5,1.1173,1557.368,5.7833,0.0213,0.912,15.34,0.1949,0.0813,0.1969,0.0668,0.3644,0.908,1.0316,17.974,50.031,5.0293,40.03,5.7505,284.6,0.000125,0.6327,,7.795,0.0613,33.433,1.0245,0.0593,0.5491,5.314,1.0119,0.9612,0.9704,0.2166,11.4991,11.4991,,0.5465,1.059e-05,70.67
2023-03-13,0.3976,916.1501,,0.3423,151.77,81.56,0.0728,6.7582,24234.19,0.373,127.04,1.1828,1672.228,6.1282,0.0233,0.9827,16.42,0.211,0.0847,0.2139,0.0717,0.4185,0.9875,1.0936,19.503,56.274,5.359,42.7359,6.0921,304.0502,0.000131,0.7988,,8.3,0.0669,35.565,1.082,0.0643,0.6176,6.368,1.0044,0.9983,0.9994,0.2367,12.005,12.005,,0.5947,1.106e-05,76.68
2023-03-14,0.4161,861.0404,,0.3456,150.2,83.72,0.0745,6.9435,24636.25,0.3752,131.47,1.1848,1705.185,6.3621,0.0236,0.9941,17.1677,0.2196,0.0883,0.2188,0.0718,0.4484,1.036,1.1978,20.328,59.371,5.589,43.549,6.2369,309.95,0.000132,0.97,,8.661,0.0669,36.135,1.0995,0.0654,0.6418,6.7879,1.0035,0.9994,0.9993,0.2494,13.0635,13.0635,,0.6101,1.119e-05,79.69
2023-03-15,0.3863,752.1701,,0.3269,146.26,76.176,0.0694,6.6253,24391.4,0.362,124.12,1.1232,1653.172,5.9211,0.0219,0.8925,15.667,0.2048,0.0835,0.2068,0.069,0.3917,0.969,1.1527,18.326,52.139,5.2105,38.0,5.9398,307.85,0.000128,0.9389,,7.8472,0.0651,33.48,1.0426,0.0604,0.5834,5.5906,1.0036,0.998,0.9991,0.233,12.718,12.718,,0.5559,1.04e-05,74.3038
2023-03-16,0.3745,714.6981,,0.3205,146.945,77.87,0.0699,6.5576,24753.63,0.3633,124.71,1.1305,1659.772,5.8639,0.022,0.9,15.64,0.2067,0.084,0.2085,0.0695,0.3983,0.982,1.1743,18.481,53.226,5.099,40.386,6.007,320.8206,0.000122,0.886,,7.9057,0.0636,33.513,1.0691,0.0595,0.5876,5.647,1.0012,0.9979,0.9998,0.2315,12.8153,12.8153,,0.5702,1.04e-05,73.8294
2023-03-17,0.398,701.3451,,0.3393,152.565,82.877,0.0748,7.0715,26823.38,0.3755,132.5,1.1921,1744.218,6.2369,0.0235,0.946,16.73,0.2177,0.0863,0.2244,0.0723,0.4833,1.036,1.2045,19.676,56.253,5.43,42.5535,6.4111,328.2299,0.000128,1.1572,,8.4986,0.067,35.607,1.1164,0.0626,0.6266,6.031,1.0022,0.9989,0.9999,0.2481,12.804,12.804,,0.6061,1.08e-05,78.13
2023-03-18,0.4222,705.0098,,0.3453,152.2,84.82,0.0752,7.097,27409.3,0.3802,133.71,1.2028,1796.253,6.5232,0.0234,1.0162,17.37,0.2204,0.0869,0.221,0.072,0.4992,1.061,1.2204,21.742,57.797,5.459,44.403,6.4761,338.41,0.000134,1.2021,,9.087,0.0664,36.78,1.1199,0.0639,0.691,6.13,1.0006,0.9994,0.9999,0.2516,12.574,12.574,,0.6457,1.107e-05,79.96
2023-03-19,0.424,692.3701,,0.3455,153.515,84.382,0.0754,7.0977,27974.84,0.388,135.16,1.1841,1799.15,6.5302,0.024,1.0319,17.5605,0.2207,0.0877,0.2229,0.0718,0.4992,1.083,1.2415,21.099,58.487,5.4271,43.6335,6.4699,337.99,0.000135,1.1758,,9.11,0.0667,36.73,1.1512,0.0654,0.6891,6.0795,1.0031,1.0,0.9999,0.2563,12.373,12.373,,0.64,1.094e-05,79.7055
2023-03-20,0.4053,676.9701,,0.3365,153.235,80.622,0.072,7.2042,28082.46,0.3782,131.46,1.1248,1761.415,6.2819,0.0235,0.9791,17.02,0.2118,0.088,0.2159,0.0722,0.4639,1.023,1.1822,20.119,57.27,5.175,46.5095,6.207,336.19,0.000131,1.2084,,8.7215,0.0659,34.749,1.1863,0.062,0.6632,5.8278,1.0034,0.9983,0.9977,0.2502,11.723,11.723,,0.6051,1.054e-05,77.35
2023-03-21,0.4112,689.0301,,0.3779,151.23,82.017,0.0772,7.3214,28154.56,0.491,134.3,1.1465,1800.99,6.4365,0.0239,0.9863,17.42,0.2244,0.0986,0.2196,0.0713,0.4882,1.0595,1.1794,21.127,58.363,5.2264,44.1935,6.3441,338.8,0.000124,1.2235,,8.85,0.0674,36.95,1.1763,0.0638,0.6704,5.954,1.0031,0.999,0.997,0.2544,11.966,11.966,,0.6185,1.095e-05,78.661
2023-03-22,0.384,666.4001,,0.3619,148.385,86.411,0.0737,7.1742,27392.32,0.4251,125.79,1.1204,1737.685,6.0184,0.0226,0.9387,16.6915,0.2157,0.0896,0.2053,0.0681,0.47,0.984,1.0997,20.164,57.1,4.9691,42.03,6.05,316.455,0.000123,1.1469,,8.287,0.0593,34.435,1.0916,0.0612,0.64,5.562,1.0032,0.9991,1.0003,0.2396,11.225,11.225,,0.5806,1.057e-05,74.04
2023-03-23,0.3983,679.2901,,0.3705,155.925,93.175,0.0771,7.5607,28333.0,0.4431,128.18,1.1279,1819.09,6.2199,0.0235,0.9649,17.53,0.2167,0.0924,0.2156,0.0699,0.4909,1.021,1.1608,20.96,63.216,5.179,43.2965,6.261,321.7308,0.000124,1.1571,,8.6416,0.0662,37.853,1.1549,0.0622,0.6596,5.89,1.0017,0.9994,0.9998,0.2525,11.7,11.7,,0.6088,1.084e-05,76.301
2023-03-24,0.3842,667.6401,,0.362,159.835,90.745,0.0748,7.2392,27618.28,0.4237,124.34,1.0909,1750.408,5.8677,0.0228,0.9037,16.93,0.2089,0.0889,0.2077,0.0681,0.4599,0.9805,1.1233,20.381,62.244,4.93,42.3145,6.0044,315.2504,0.000121,1.0142,,8.2159,0.0633,35.82,1.1656,0.06,0.6281,5.536,1.001,0.9978,0.9991,0.2432,11.119,11.119,,0.5849,1.065e-05,73.122
2023-03-25,0.3739,660.5601,,0.352,161.23,90.67,0.0735,7.0503,27384.45,0.4527,124.6,1.0727,1732.493,5.7378,0.0226,0.91,16.52,0.2039,0.0909,0.2037,0.0683,0.4347,0.9505,1.1059,20.119,58.589,4.8442,41.76,5.8954,317.6,0.000127,0.9175,,8.2082,0.0631,35.253,1.1085,0.0592,0.6199,5.366,1.0008,0.9997,0.9995,0.2343,11.102,11.102,,0.5764,1.049e-05,70.76
2023-03-26,0.3878,671.4801,,0.3536,161.545,92.876,0.0738,7.2095,27806.41,0.4442,124.61,1.0961,1761.763,5.7556,0.0228,0.9241,17.07,0.2089,0.0917,0.2085,0.0675,0.444,0.966,1.1338,20.303,59.266,4.9353,42.444,6.0029,327.1697,0.000124,0.998,,8.3825,0.0639,36.0,1.1316,0.0617,0.6294,5.602,1.0008,0.9969,0.9999,0.2466,11.214,11.214,,0.5831,1.056e-05,72.8
2023-03-27,0.3645,663.9901,,0.3418,155.29,88.775,0.0725,6.8153,27048.29,0.4739,119.11,1.0365,1707.968,5.582,0.0218,0.8801,16.378,0.1979,0.0912,0.1984,0.0663,0.4104,0.9075,1.0719,19.757,56.104,4.7114,40.964,5.8265,306.55,0.000119,0.8972,,7.933,0.0634,35.84,1.0805,0.0582,0.5821,5.2718,1.0003,0.9994,0.9992,0.2353,10.824,10.824,,0.5608,1.031e-05,69.47
2023-03-28,0.3748,683.6301,,0.3608,153.765,88.318,0.0739,6.9878,27313.73,0.5243,121.07,1.0908,1774.778,5.8327,0.0223,0.9262,16.714,0.2024,0.098,0.2045,0.067,0.426,0.937,1.0841,20.083,56.632,4.8469,41.941,6.0768,313.25,0.000121,1.0232,,8.2601,0.0641,36.584,1.1105,0.0597,0.6142,5.5409,1.0003,0.9966,1.0002,0.2422,11.314,11.314,,0.5767,1.042e-05,70.7535
2023-03-29,0.3965,698.0301,,0.3857,159.045,92.112,0.076,7.4112,28393.0,0.5499,123.89,1.1267,1803.525,5.9814,0.0232,0.9517,17.31,0.2314,0.1019,0.214,0.069,0.4594,0.986,1.1419,20.94,58.741,5.1286,44.33,6.1875,315.3502,0.000123,1.0001,,8.5052,0.0643,37.163,1.1482,0.0645,0.6416,5.7446,0.9998,0.9996,0.9995,0.2555,11.4333,11.4333,,0.5978,1.069e-05,72.8285
2023-03-30,0.3915,675.8665,,0.3767,154.905,89.479,0.0748,7.2254,28152.28,0.5339,120.49,1.0971,1795.292,5.9163,0.0229,0.923,17.35,0.226,0.1046,0.2095,0.0684,0.4495,0.9695,1.1123,20.515,57.334,5.026,42.307,6.1128,316.8358,0.000121,0.9318,,8.256,0.0647,37.43,1.1918,0.0653,0.6167,5.5729,1.0001,0.9972,1.0,0.2506,11.2105,11.2105,,0.578,1.057e-05,71.5205
2023-03-31,0.4077,686.6651,,0.4027,157.085,89.591,0.0769,7.6339,28395.3,0.5445,123.64,1.1149,1817.72,6.0545,0.0233,0.9391,17.6184,0.224,0.1108,0.2117,0.0687,0.4737,1.02,1.1111,20.964,58.62,5.1948,42.58,6.3182,315.65,0.000122,0.9215,,8.3367,0.0658,39.14,1.1973,0.0731,0.6257,5.657,1.0,0.9981,1.0,0.2707,11.0928,11.0928,,0.5826,1.081e-05,73.1
2023-04-01,0.4089,692.9301,,0.3937,155.33,92.256,0.0817,7.5238,28463.77,0.5088,125.34,1.1066,1817.238,6.0811,0.0234,0.9208,17.77,0.2219,0.1094,0.2233,0.0688,0.4666,0.9965,1.1222,21.513,59.213,5.225,42.3325,6.3082,314.45,0.000122,0.8917,,8.459,0.0664,37.98,1.1808,0.0707,0.6292,5.761,1.0004,0.9976,1.0,0.273,11.415,11.415,,0.59,1.132e-05,74.1703
2023-04-02,0.393,672.8601,,0.3797,160.08,91.508,0.0798,7.2783,28076.92,0.5184,122.54,1.0919,1789.415,5.9439,0.023,0.9029,17.27,0.2141,0.1075,0.2068,0.0673,0.4515,0.9635,1.1031,20.644,57.388,5.044,40.813,6.2662,313.0,0.000122,0.8712,,8.2573,0.0655,36.514,1.2111,0.0716,0.6133,5.5391,1.0,0.9977,0.9995,0.2669,11.1,11.1,,0.5949,1.089e-05,72.48
2023-04-03,0.3884,668.0001,,0.3801,157.31,91.575,0.0918,7.1197,27588.08,0.4908,125.54,1.0831,1780.265,5.9038,0.0227,0.9053,16.9,0.2115,0.1059,0.2101,0.0667,0.4389,0.954,1.0978,20.167,57.725,4.884,40.0705,6.2084,300.98,0.00012,0.8644,,8.178,0.0652,35.488,1.1567,0.0675,0.6045,5.4674,1.0006,0.9998,1.0002,0.27,10.8555,10.8555,,0.5761,1.095e-05,72.4542
2023-04-04,0.411,681.5001,,0.3937,158.645,93.161,0.0987,7.4588,28257.1,0.5074,127.86,1.1458,1878.31,6.1834,0.0239,1.007,17.6,0.2191,0.1064,0.2231,0.0686,0.4588,0.986,1.1189,21.338,58.0,4.998,41.458,6.5239,311.76,0.000123,0.8811,,8.5,0.0659,37.802,1.1969,0.0675,0.6396,5.651,1.0004,0.9988,0.9997,0.2802,11.3365,11.3365,,0.6018,1.135e-05,76.792
2023-04-05,0.4192,687.5901,,0.3926,157.705,92.425,0.093,7.2984,28157.09,0.5045,127.22,1.1403,1905.89,6.2026,0.0242,1.0005,17.95,0.2183,0.1072,0.2233,0.0687,0.4648,0.986,1.1231,21.038,57.771,4.999,42.052,6.394,313.95,0.00012,0.8554,,8.4611,0.0659,38.248,1.1836,0.0665,0.6414,5.6256,1.0005,0.9985,1.0001,0.2938,11.417,11.417,,0.6001,1.121e-05,78.2235
2023-04-06,0.4074,723.3551,,0.3821,156.895,90.676,0.0852,7.1441,27992.29,0.5038,125.76,1.1116,1864.035,6.0706,0.0243,1.0039,18.07,0.2162,0.1047,0.2269,0.069,0.4515,1.014,1.1376,20.61,57.577,4.8681,41.1965,6.2928,312.095,0.000122,0.8223,,8.51,0.0658,37.215,1.2264,0.0651,0.6334,5.5554,1.0005,0.9998,0.9998,0.2859,11.3584,11.3584,,0.5954,1.092e-05,79.47
2023-04-07,0.4798,691.6201,,0.3814,156.33,90.057,0.0819,7.2204,27890.37,0.5111,124.02,1.1049,1854.008,5.9807,0.024,1.0134,17.57,0.2171,0.106,0.2264,0.0677,0.4592,0.984,1.0929,20.328,56.648,4.9471,40.7582,6.1516,310.96,0.000122,0.7925,,8.6316,0.0661,37.79,1.2066,0.0648,0.6497,5.8664,1.0008,0.9998,1.0018,0.2928,11.008,11.008,,0.6112,1.091e-05,77.913
2023-04-08,0.4465,686.6951,,0.3834,158.24,89.947,0.0813,7.1265,27932.43,0.5054,123.51,1.107,1855.208,5.913,0.024,1.0394,17.452,0.2169,0.1044,0.2246,0.0684,0.4559,0.981,1.1014,20.586,56.497,4.8991,40.644,6.1337,310.6336,0.00013,0.8086,,8.5015,0.066,38.634,1.2065,0.0651,0.6357,5.821,1.0006,0.9995,0.9984,0.288,10.945,10.945,,0.6009,1.083e-05,76.418
2023-04-09,0.4347,698.0451,,0.3896,159.125,90.181,0.0831,7.1948,28136.46,0.5058,125.27,1.0966,1857.202,5.8927,0.024,1.0085,17.48,0.216,0.1039,0.2232,0.0679,0.4524,0.9805,1.0945,20.47,56.475,5.0354,40.3595,6.1835,312.2,0.000124,0.8522,,8.4452,0.0664,39.545,1.1933,0.0642,0.6343,5.711,1.0004,0.9994,1.0,0.2752,10.994,10.994,,0.5978,1.092e-05,76.206
2023-04-10,0.4242,717.6708,,0.3895,158.72,92.631,0.0838,7.2897,29142.36,0.5116,126.56,1.1087,1886.071,5.9812,0.0247,1.0101,17.7167,0.2173,0.1041,0.215,0.0662,0.4663,0.988,1.1143,20.769,56.866,5.106,41.1895,6.2196,308.1,0.000122,0.905,,8.55,0.067,39.371,1.2217,0.0653,0.6458,6.1622,1.0008,0.9998,0.9988,0.2761,11.07,11.07,,0.6012,1.098e-05,76.744
2023-04-11,0.4223,728.2169,,0.4006,160.97,94.758,0.0844,7.3366,30192.1,0.5164,128.99,1.1163,1894.68,5.9402,0.0249,1.0171,18.25,0.2204,0.1053,0.2263,0.0689,0.4884,0.9975,1.1186,21.735,57.466,5.2461,41.14,6.4276,317.5007,0.000123,0.9695,,8.7043,0.0664,39.87,1.234,0.0653,0.6484,6.051,1.0008,0.9997,0.9997,0.2815,11.2685,11.2685,,0.6098,1.107e-05,78.818
