DATES,Enjin Coin,Maker,Solana,Cardano,Monero,Litecoin,Dogecoin,Chainlink,Bitcoin,XRP,Bitcoin Cash,Polygon,Ethereum,Uniswap,VeChain,Curve DAO Token,Avalanche,Algorand,Stellar,IOTA,Cronos,Fantom,Flow,Tezos,Ethereum Classic,Dash,Internet Computer,Elrond,Polkadot,Binance Coin,Terra Classic,Stacks,Wrapped Bitcoin,Axie Infinity,TRON,Zcash,EOS,Hedera Hashgraph,Sand,Filecoin,Tether,Dai,USD Coin,Basic Attention Token,Cosmos,Cosmos.1,TerraUSD,Decentraland,Shiba Inu,Aave
2018-03-11,,,,,,189.485,,,9613.95,0.82,1121.84,,723.955,,,,,,0.3432,,,,,,21.47,543.734,,,,,,,,,0.0386,,,,,,0.9998,,,,,,,,,
2018-03-12,,,,,,178.825,,,9017.65,0.7819,1037.72,,691.693,,,,,,0.3432,,,,,,20.189,490.218,,,,,,,,,0.0355,,,,,,0.9989,,,,,,,,,
2018-03-13,,,,,,174.265,,,9062.92,0.7697,1050.7,,680.353,,,,,,0.3432,,,,,,19.641,481.683,,,,,,,,,0.0355,,,,,,1.0016,,,,,,,,,
2018-03-14,,,,,,162.745,,,8304.32,0.6988,960.42,,614.965,,,,,,0.2488,,,,,,17.113,430.639,,,,,,,,,0.0315,,,,,,0.9983,,,,,,,,,
2018-03-15,,,,,,163.143,,,8251.71,0.68,935.03,,604.575,,,,,,0.2488,,,,,,18.487,417.047,,,,,,,,,0.0301,,,,,,0.9982,,,,,,,,,
2018-03-16,,,,,,169.448,,,8524.17,0.6922,1019.41,,613.788,,,,,,0.2488,,,,,,18.194,431.6,,,,,,,,,0.0307,,,,,,0.9999,,,,,,,,,
2018-03-17,,,,,,495.336,,,,,,,,,,,,,0.2488,,,,,,,,,,,,,,,,0.0282,,,,,,1.0004,,,,,,,,,
2018-03-18,,,,,,146.365,,,7655.03,0.5877,875.05,,506.32,,,,,,0.189,,,,,,15.805,353.794,,,,,,,,,0.0263,,,,,,0.9924,,,,,,,,,
2018-03-19,,,,,,156.738,,,8427.2,0.669,964.91,,541.355,,,,,,0.189,,,,,,18.299,390.996,,,,,,,,,0.0315,,,,,,1.0,,,,,,,,,
2018-03-20,,,,,,169.65,,,8920.33,0.7065,1047.63,,558.723,,,,,,0.189,,,,,,20.411,436.023,,,,,,,,,0.0376,,,,,,1.0007,,,,,,,,,
2018-03-21,,,,,,168.868,,,8895.59,0.6777,1020.5,,559.755,,,,,,0.189,,,,,,19.701,426.26,,,,,,,,,0.0373,,,,,,0.9999,,,,,,,,,
2018-03-22,,,,,,161.34,,,8598.85,0.6424,999.91,,527.775,,,,,,0.189,,,,,,18.98,402.74,,,,,,,,,0.0357,,,,,,1.0,,,,,,,,,
2018-03-23,,,,,,163.1,,,8616.25,0.6257,1003.22,,524.353,,,,,,0.189,,,,,,18.509,417.151,,,,,,,,,0.0396,,,,,,0.9996,,,,,,,,,
2018-03-24,,,,,,,,,,,,,,,,,,,0.189,,,,,,,,,,,,,,,,0.0514,,,,,,1.0007,,,,,,,,,
2018-03-25,,,,,,161.318,,,8605.14,0.643,979.21,,526.525,,,,,,0.189,,,,,,18.15,416.876,,,,,,,,,0.0461,,,,,,1.0003,,,,,,,,,
2018-03-26,,,,,,143.175,,,7888.84,0.5797,884.95,,474.265,,,,,,0.189,,,,,,15.597,373.895,,,,,,,,,0.0403,,,,,,1.0007,,,,,,,,,
2018-03-27,,,,,,139.233,,,7990.87,0.5844,891.61,,458.812,,,,,,0.189,,,,,,16.492,364.07,,,,,,,,,0.0449,,,,,,1.0005,,,,,,,,,
2018-03-28,,,,,,131.945,,,7906.96,0.5719,853.42,,446.268,,,,,,0.189,,,,,,16.033,349.245,,,,,,,,,0.0453,,,,,,0.9993,,,,,,,,,
2018-03-29,,,,,,113.63,,,7098.14,0.5101,709.16,,385.78,,,,,,0.1861,,,,,,14.856,320.296,,,,,,,,,0.0439,,,,,,0.9992,,,,,,,,,
2018-03-30,,,,,,117.115,,,6852.51,0.4939,694.13,,385.035,,,,,,0.1861,,,,,,14.258,310.895,,,,,,,,,0.0421,,,,,,0.9999,,,,,,,,,
2018-03-31,,,,,,,,,,,,,,,,,,,0.1861,,,,,,,,,,,,,,,,0.0338,,,,,,0.9999,,,,,,,,,
2018-04-01,,,,,,114.893,,,6890.64,0.4888,650.8,,381.625,,,,,,0.1861,,,,,,13.82,306.778,,,,,,,,,0.0325,,,,,,1.0,,,,,,,,,
2018-04-02,,,,,,117.308,,,6937.38,0.4831,661.22,,377.895,,,,,,0.1861,,,,,,13.81,303.204,,,,,,,,,0.0341,,,,,,0.9998,,,,,,,,,
2018-04-03,,,,,,133.33,,,7401.4,0.536,706.65,,414.233,,,,,,0.1861,,,,,,15.041,338.105,,,,,,,,,0.0347,,,,,,0.9995,,,,,,,,,
2018-04-04,,,,,,117.563,,,6830.76,0.4952,645.64,,381.382,,,,,,0.204,,,,,,13.73,301.582,,,,,,,,,0.031,,,,,,0.9999,,,,,,,,,
2018-04-05,,,,,,118.718,,,6749.55,0.491,639.1,,377.495,,,,,,0.204,,,,,,13.607,299.455,,,,,,,,,0.0389,,,,,,0.9995,,,,,,,,,
2018-04-06,,,,,,113.248,,,6604.48,0.468,607.55,,369.04,,,,,,0.204,,,,,,13.109,283.622,,,,,,,,,0.0363,,,,,,0.9983,,,,,,,,,
2018-04-07,,,,,,,,,,,,,,,,,,,0.204,,,,,,,,,,,,,,,,0.0373,,,,,,1.001,,,,,,,,,
2018-04-08,,,,,,117.02,,,6955.33,0.4944,651.33,,397.285,,,,,,0.204,,,,,,14.043,305.599,,,,,,,,,0.0376,,,,,,1.0004,,,,,,,,,
2018-04-09,,,,,,113.305,,,6662.14,0.4772,630.36,,390.105,,,,,,0.204,,,,,,13.371,293.066,,,,,,,,,0.0354,,,,,,0.9989,,,,,,,,,
2018-04-10,,,,,,114.0,,,6839.62,0.4898,649.71,,411.143,,,,,,0.204,,,,,,13.67,298.212,,,,,,,,,0.0367,,,,,,0.9992,,,,,,,,,
2018-04-11,,,,,,114.23,,,6891.03,0.4998,652.19,,420.37,,,,,,0.204,,,,,,14.021,302.248,,,,,,,,,0.0362,,,,,,0.9999,,,,,,,,,
2018-04-12,,,,,,125.13,,,7730.47,0.5999,710.0,,467.227,,,,,,0.204,,,,,,15.408,342.245,,,,,,,,,0.0388,,,,,,0.999,,,,,,,,,
2018-04-13,,,,,,127.068,,,7903.91,0.6495,747.22,,493.88,,,,,,0.2499,,,,,,15.858,360.14,,,,,,,,,0.0395,,,,,,0.9998,,,,,,,,,
2018-04-14,,,,,,,,,,,,,,,,,,,0.256,,,,,,,,,,,,,,,,0.0411,,,,,,0.9998,,,,,,,,,
2018-04-15,,,,,,130.603,,,8287.52,0.6826,775.07,,524.66,,,,,,0.256,,,,,,16.635,381.581,,,,,,,,,0.0435,,,,,,1.001,,,,,,,,,
2018-04-16,,,,,,127.828,,,7986.06,0.6572,757.5,,502.323,,,,,,0.256,,,,,,15.943,360.465,,,,,,,,,0.0412,,,,,,1.0,,,,,,,,,
2018-04-17,,,,,,134.235,,,7914.7,0.6595,760.96,,503.36,,,,,,0.3066,,,,,,16.129,367.034,,,,,,,,,0.0423,,,,,,1.0001,,,,,,,,,
2018-04-18,,,,,,139.28,,,8187.53,0.7136,886.25,,522.613,,,,,,0.3492,,,,,,17.524,413.288,,,,,,,,,0.046,,,,,,0.9995,,,,,,,,,
2018-04-19,,,,,,145.235,,,8233.85,0.7417,956.8,,554.16,,,,,,0.3602,,,,,,18.084,429.492,,,,,,,,,0.049,,,,,,0.9997,,,,,,,,,
2018-04-20,,,,,,152.575,,,8524.52,0.9138,1113.71,,592.853,,,,,,0.3602,,,,,,19.316,449.398,,,,,,,,,0.0525,,,,,,1.0,,,,,,,,,
2018-04-21,,,,,,,,,,,,,,,,,,,0.3602,,,,,,,,,,,,,,,,0.0519,,,,,,1.0007,,,,,,,,,
2018-04-22,,,,,,149.43,,,8893.04,0.8829,,,639.998,,,,,,0.3602,,,,,,19.07,470.313,,,,,,,,,0.0537,,,,,,1.0034,,,,,,,,,
2018-04-23,,,,,,151.708,,,8932.25,0.8715,1402.32,,639.468,,,,,,0.3602,,,,,,20.385,503.99,,,,,,,,,0.0564,,,,,,1.0011,,,,,,,,,
2018-04-24,,,,,,164.268,,,9449.88,0.9304,1464.67,,706.067,,,,,,0.3602,,,,,,22.231,532.302,,,,,,,,,0.0724,,,,,,1.0001,,,,,,,,,
2018-04-25,,,,,,148.995,,,9073.19,0.819,1329.28,,636.36,,,,,,0.3602,,,,,,19.364,488.855,,,,,,,,,0.073,,,,,,1.0005,,,,,,,,,
2018-04-26,,,,,,150.65,,,9118.96,0.8397,1361.3,,647.95,,,,,,0.3602,,,,,,20.996,492.715,,,,,,,,,0.0724,,,,,,1.0003,,,,,,,,,
2018-04-27,,,,,,146.705,,,8977.07,0.8153,1348.03,,648.905,,,,,,0.3882,,,,,,20.279,472.167,,,,,,,,,0.0738,,,,,,1.0009,,,,,,,,,
2018-04-28,,,,,,,,,,,,,,,,,,,0.3882,,,,,,,,,,,,,,,,0.0843,,,,,,1.0006,,,,,,,,,
2018-04-29,,,,,,151.06,,,9295.78,0.8541,1421.4,,679.445,,,,,,0.3882,,,,,,21.552,486.678,,,,,,,,,0.0856,,,,,,1.001,,,,,,,,,
2018-04-30,,,,,,149.805,,,9272.7,0.8379,1376.09,,671.695,,,,,,0.4298,,,,,,22.063,477.703,,,,,,,,,0.0973,,,,,,1.001,,,,,,,,,
2018-05-01,,,,,,146.075,,,9015.73,0.8263,1298.96,,663.98,,,,,,0.4298,,,,,,21.162,471.475,,,,,,,,,0.0887,,,,,,1.0018,,,,,,,,,
2018-05-02,,,,,249.805,150.845,,,9175.76,0.8542,1451.05,,681.52,,,,,,0.4298,,,,,,21.509,478.469,,,,,,,,,0.0908,290.017,18.8442,,,,0.9996,,,,,,,,,
2018-05-03,,,,,249.258,161.175,,,9652.04,0.8744,1499.4,,754.415,,,,,,0.4298,,,,,,22.887,498.659,,,,,,,,,0.0879,307.982,18.1025,,,,0.9963,,,,,,,,,
2018-05-04,,,,,242.6,165.92,,,9683.54,0.8978,1515.49,,785.055,,,,,,0.4298,,,,,,22.393,486.044,,,,,,,,,0.0845,296.422,17.1596,,,,0.9966,,,,,,,,,
2018-05-05,,,,,,,,,,,,,,,,,,,0.4298,,,,,,,,,,,,,,,,0.0887,,,,,,0.9957,,,,,,,,,
2018-05-06,,,,,232.248,168.925,,,9514.36,0.8524,1700.35,,775.045,,,,,,0.4298,,,,,,24.286,484.204,,,,,,,,,0.0841,288.895,17.2622,,,,0.9949,,,,,,,,,
2018-05-07,,,,,233.213,166.395,,,9437.62,0.8377,1668.32,,760.215,,,,,,0.398,,,,,,23.74,465.385,,,,,,,,,0.0849,282.002,18.1421,,,,0.9997,,,,,,,,,
2018-05-08,,,,,223.5,157.4,,,9160.97,0.807,1566.63,,739.5,,,,,,0.398,,,,,,22.377,438.468,,,,,,,,,0.0834,274.082,18.0432,,,,0.9991,,,,,,,,,
2018-05-09,,,,,226.258,157.155,,,9248.19,0.7957,1633.93,,743.985,,,,,,0.398,,,,,,21.426,442.132,,,,,,,,,0.0814,274.497,17.6191,,,,0.999,,,,,,,,,
2018-05-10,,,,,219.853,151.18,,,9092.67,0.7717,1553.49,,737.19,,,,,,0.398,,,,,,20.303,429.259,,,,,,,,,0.0776,267.233,17.7106,,,,0.999,,,,,,,,,
2018-05-11,,,,,198.66,135.12,,,8432.01,0.6756,1350.0,,673.65,,,,,,0.398,,,,,,17.791,387.11,,,,,,,,,0.0653,239.01,14.6873,,,,0.9994,,,,,,,,,
2018-05-12,,,,,,,,,,,,,,,,,,,0.398,,,,,,,,,,,,,,,,0.0664,,,,,,1.0,,,,,,,,,
2018-05-13,,,,,210.51,145.555,,,8714.52,0.743,1486.05,,736.335,,,,,,0.3717,,,,,,18.851,418.882,,,,,,,,,0.075,257.158,14.8945,,,,1.0,,,,,,,,,
2018-05-14,,,,,212.398,151.03,,,8811.66,0.7422,1449.28,,736.46,,,,,,0.3697,,,,,,18.838,444.882,,,,,,,,,0.0736,328.66,14.2552,,,,0.9992,,,,,,,,,
2018-05-15,,,,,204.438,140.34,,,8518.76,0.6997,1347.35,,712.225,,,,,,0.3697,,,,,,18.411,426.111,,,,,,,,,0.0689,346.245,13.1383,,,,1.0002,,,,,,,,,
2018-05-16,,,,,197.43,138.055,,,8291.23,0.6817,1262.42,,694.83,,,,,,0.3263,,,,,,17.384,410.056,,,,,,,,,0.0702,351.038,12.2063,,,,1.0009,,,,,,,,,
2018-05-17,,,,,196.6,134.695,,,8204.05,0.6701,1226.83,,686.725,,,,,,0.317,,,,,,17.379,395.161,,,,,,,,,0.0683,323.63,12.7733,,,,1.0,,,,,,,,,
2018-05-18,,,,,197.513,137.03,,,8229.58,0.6784,1203.85,,687.29,,,,,,0.317,,,,,,17.997,395.123,,,,,,,,,0.0693,352.458,12.8291,,,,0.9999,,,,,,,,,
2018-05-19,,,,,,,,,,,,,,,,,,,0.317,,,,,,,,,,,,,,,,0.069,,,,,,0.9997,,,,,,,,,
2018-05-20,,,,,204.39,139.905,,,8554.55,0.7021,1300.21,,719.21,,,,,,0.317,,,,,,18.215,403.464,,,,,,,,,0.0783,355.317,14.0745,,,,1.0007,,,,,,,,,
2018-05-21,,,,,195.99,135.065,,,8406.89,0.6764,1239.4,,697.815,,,,,,0.317,,,,,,17.718,385.79,,,,,,,,,0.0811,328.715,13.3961,,,,1.0,,,,,,,,,
2018-05-22,,,,,178.12,129.605,,,8108.52,0.6554,1146.38,,654.325,,,,,,0.317,,,,,,16.655,364.073,,,,,,,,,0.0772,318.712,12.594,,,,0.9977,,,,,,,,,
2018-05-23,,,,,172.29,120.62,,,7590.0,0.6045,1027.53,,586.5,,,,,,0.317,,,,,,15.164,335.686,,,,,,,,,0.0699,294.227,10.8338,,,,0.9987,,,,,,,,,
2018-05-24,,,,,170.58,123.01,,,7552.45,0.631,1052.94,,590.745,,,,,,0.317,,,,,,15.428,341.578,,,,,,,,,0.0728,290.028,12.169,,,,0.9999,,,,,,,,,
2018-05-25,,,,,164.023,118.245,,,7448.08,0.607,1013.44,,583.19,,,,,,0.317,,,,,,14.966,337.468,,,,,,,,,0.0709,277.438,12.1283,,,,1.0,,,,,,,,,
2018-05-26,,,,,,,,,,,,,,,,,,,0.317,,,,,,,,,,,,,,,,0.0756,,,,,,0.9988,,,,,,,,,
2018-05-27,,,,,165.735,116.86,,,7314.74,0.6033,984.6,,560.375,,,,,,0.317,,,,,,14.985,313.49,,,,,,,,,0.0702,258.73,12.295,,,,0.9989,,,,,,,,,
2018-05-28,,,,,155.635,113.275,,,7214.8,0.5712,919.92,,524.185,,,,,,0.317,,,,,,14.652,292.986,,,,,,,,,0.0637,226.968,12.1068,,,,0.9994,,,,,,,,,
2018-05-29,,,,,158.978,120.49,,,7501.54,0.6065,1001.9,,568.82,,,,,,0.2822,,,,,,15.387,320.168,,,,,,,,,0.0653,251.545,12.1951,,,,0.9985,,,,,,,,,
2018-05-30,,,,,152.858,117.065,,,7337.26,0.5877,968.02,,548.56,,,,,,0.2694,,,,,,14.974,296.925,,,,,,,,,0.0613,236.908,11.8148,,,,0.9985,,,,,,,,,
2018-05-31,,,,,157.45,119.11,,,7538.28,0.6135,998.15,,580.225,,,,,,0.2694,,,,,,15.334,308.966,,,,,,,,,0.0611,243.493,12.3973,,,,0.999,,,,,,,,,
2018-06-01,,,,,156.405,118.49,,,7437.74,0.6109,987.05,,565.715,,,,,,0.2694,,,,,,15.197,304.388,,,,,,,,,0.0577,235.483,12.0912,,,,0.999,,,,,,,,,
2018-06-02,,,,,,,,,,,,,,,,,,,0.2694,,,,,,,,,,,,,,,,0.0611,,,,,,0.9981,,,,,,,,,
2018-06-03,,,,,171.215,125.45,,,7724.98,0.6614,,,620.82,,,,,,0.2694,,,,,,16.199,332.418,,,,,,,,,0.0627,254.203,14.7384,,,,0.999,,,,,,,,,
2018-06-04,,,,,161.21,119.765,,,7525.77,0.6618,1117.53,,596.885,,,,,,0.2694,,,,,,15.235,317.393,,,,,,,,,0.059,236.848,13.7211,,,,1.0,,,,,,,,,
2018-06-05,,,,,167.258,121.065,,,7629.53,0.6778,1154.08,,608.015,,,,,,0.2694,,,,,,15.453,317.367,,,,,,,,,0.061,238.543,14.1754,,,,1.0,,,,,,,,,
2018-06-06,,,,,165.43,120.405,,,7619.32,0.6713,1131.58,,604.405,,,,,,0.2694,,,,,,15.176,312.092,,,,,,,,,0.0594,233.64,13.6986,,,,1.001,,,,,,,,,
2018-06-07,,,,,163.925,120.415,,,7660.06,0.6716,1136.05,,602.215,,,,,,0.2947,,,,,,15.152,313.766,,,,,,,,,0.0589,236.713,14.1965,,,,0.9987,,,,,,,,,
2018-06-08,,,,,158.528,119.825,,,7646.28,0.6753,1120.78,,598.725,,,,,,0.2947,,,,,,15.475,313.144,,,,,,,,,0.0583,236.048,14.1359,,,,0.9981,,,,,,,,,
2018-06-09,,,,,,,,,,,,,,,,,,,0.2947,,,,,,,,,,,,,,,,0.058,,,,,,0.9988,,,,,,,,,
2018-06-10,,,,,133.448,105.11,,,6710.06,0.574,943.55,,523.46,,,,,,0.2947,,,,,,13.005,270.504,,,,,,,,,0.0477,204.33,11.1286,,,,1.0001,,,,,,,,,
2018-06-11,,,,,133.603,104.955,,,6760.89,0.5769,925.35,,515.67,,,,,,0.2392,,,,,,12.541,259.482,,,,,,,,,0.0464,196.43,11.0718,,,,1.0003,,,,,,,,,
2018-06-12,,,,,124.488,98.96,,,6531.39,0.551,866.44,,490.705,,,,,,0.2392,,,,,,14.546,261.289,,,,,,,,,0.0444,191.76,9.9527,,,,1.0004,,,,,,,,,
2018-06-13,,,,,114.36,92.055,,,6260.96,0.519,827.35,,470.135,,,,,,0.2167,,,,,,13.754,245.379,,,,,,,,,0.0407,180.655,10.0035,,,,1.0,,,,,,,,,
2018-06-14,,,,,131.34,102.08,,,6658.78,0.5643,895.32,,519.22,,,,,,0.2167,,,,,,14.203,269.77,,,,,,,,,0.0459,199.645,11.4533,,,,1.0,,,,,,,,,
2018-06-15,,,,,128.215,97.195,,,6497.97,0.5416,857.61,,494.42,,,,,,0.2167,,,,,,13.895,258.92,,,,,,,,,0.0433,197.338,10.6834,,,,1.0,,,,,,,,,
2018-06-16,,,,,,,,,,,,,,,,,,,0.2167,,,,,,,,,,,,,,,,0.0441,,,,,,0.9997,,,,,,,,,
2018-06-17,,,,,125.11,95.839,,,6491.0,0.5288,847.15,,498.84,,,,,,0.2167,,,,,,14.306,264.355,,,,,,,,,0.0433,186.898,10.3763,,,,1.0,,,,,,,,,
2018-06-18,,,,,126.468,99.32,,,6727.55,0.5411,888.71,,518.965,,,,,,0.2167,,,,,,15.212,264.319,,,,,,,,,0.0459,197.33,10.7043,,,,1.0,,,,,,,,,
2018-06-19,,,,,125.315,98.01,,,6695.44,0.5409,891.22,,531.38,,,,,,0.2167,,,,,,15.251,258.355,,,,,,,,,0.0483,196.898,10.5292,,,,0.9992,,,,,,,,,
2018-06-20,,,,,122.348,97.665,,,6748.89,0.5396,883.94,,532.66,,,,,,0.2167,,,,,,16.418,266.124,,,,,,,,,0.0504,192.89,10.5039,,,,0.9991,,,,,,,,,
2018-06-21,,,,,121.85,96.449,,,6719.47,0.5326,870.1,,525.91,,,,,,0.2167,,,,,,17.707,260.784,,,,,,,,,0.0489,190.243,10.388,,,,0.9998,,,,,,,,,
2018-06-22,,,,,109.153,83.49,,,6070.19,0.4821,745.74,,462.915,,,,,,0.2007,,,,,,14.815,236.991,,,,,,,,,0.0425,167.378,8.5498,,,,1.0,,,,,,,,,
2018-06-23,,,,,,,,,,,,,,,,,,,0.2007,,,,,,,,,,,,,,,,0.0447,,,,,,1.0009,,,,,,,,,
2018-06-24,,,,,122.168,82.706,,,6189.28,0.4833,761.9,,458.465,,,,,,0.2007,,,,,,15.01,240.37,,,,,,,,,0.0433,165.365,8.2625,,,,1.0014,,,,,,,,,
2018-06-25,,,,,126.653,81.854,,,6250.81,0.478,754.15,,458.68,,,,,,0.2007,,,,,,15.703,240.377,,,,,,,,,0.042,174.255,8.1123,,,,0.998,,,,,,,,,
2018-06-26,,,,,121.578,78.85,,,6181.64,0.4686,719.67,,440.91,,,,,,0.1879,,,,,,15.51,230.98,,,,,,,,,0.0396,166.818,7.7147,,,,0.9999,,,,,,,,,
2018-06-27,,,,,126.898,80.204,,,6124.96,0.4678,709.19,,434.54,,,,,,0.1879,,,,,,15.347,227.525,,,,,,,,,0.0386,162.01,8.0496,,,,0.9999,,,,,,,,,
2018-06-28,,,,,128.188,78.225,,,6044.92,0.4553,683.37,,433.48,,,,,,0.1839,,,,,,14.977,221.202,,,,,,,,,0.0377,157.988,7.6046,,,,0.9993,,,,,,,,,
2018-06-29,,,,,117.3,74.06,,,5899.64,0.4338,665.83,,413.17,,,,,,0.1839,,,,,,14.633,225.137,,,,,,,,,0.0347,156.43,7.3493,,,,0.9986,,,,,,,,,
2018-06-30,,,,,,,,,,,,,,,,,,,0.1839,,,,,,,,,,,,,,,,0.037,,,,,,0.9991,,,,,,,,,
2018-07-01,,,,,129.268,79.257,,,6348.59,0.4607,737.98,,451.865,,,,,,0.1839,,,,,,15.934,233.942,,,,,,,,,0.0368,169.6,8.0745,,,,0.999,,,,,,,,,
2018-07-02,,,,,141.433,85.62,,,6620.01,0.4908,785.96,,474.86,,,,,,0.1839,,,,,,16.731,251.187,,,,,,,,,0.0404,185.525,9.0328,,,,0.9991,,,,,,,,,
2018-07-03,,,,,140.378,87.665,,,6613.86,0.4956,773.28,,469.985,,,,,,0.2092,,,,,,16.456,251.605,,,,,,,,,0.0396,182.613,9.0068,,,,0.9991,,,,,,,,,
2018-07-04,,,,,142.413,86.69,,,6686.23,0.5046,775.5,,474.475,,,,,,0.2092,,,,,,17.174,246.847,,,,,,,,,0.0404,184.405,9.0901,,,,0.9995,,,,,,,,,
2018-07-05,,,,,135.045,82.857,,,6507.68,0.4745,727.1,,463.22,,,,,,0.2092,,,,,,16.893,239.525,,,,,,,,,0.0373,173.26,8.7736,,,,0.9815,,,,,,,,,
2018-07-06,,,,,133.165,82.655,,,6570.76,0.4738,730.08,,468.425,,,,,,0.2092,,,,,,18.096,238.498,,,,,,,,,0.0355,170.155,8.5764,,,,0.998,,,,,,,,,
2018-07-07,,,,,,,,,,,,,,,,,,,0.2092,,,,,,,,,,,,,,,,0.0354,,,,,,0.9781,,,,,,,,,
2018-07-08,,,,,138.628,83.563,,,6743.0,0.4846,766.53,,486.36,,,,,,0.2092,,,,,,18.442,245.985,,,,,,,,,0.0377,176.558,8.7294,,,,0.9806,,,,,,,,,
2018-07-09,,,,,137.18,81.07,,,6695.86,0.4748,741.58,,475.14,,,,,,0.2092,,,,,,18.419,232.455,,,,,,,,,0.0355,169.123,8.1381,,,,0.9783,,,,,,,,,
2018-07-10,,,,,122.983,77.6,,,6387.83,0.4485,698.81,,440.677,,,,,,0.2092,,,,,,16.783,223.02,,,,,,,,,0.0337,160.973,7.3702,,,,0.9758,,,,,,,,,
2018-07-11,,,,,122.0,76.6,,,6354.19,0.4473,696.85,,437.685,,,,,,0.2092,,,,,,16.155,214.44,,,,,,,,,0.0342,157.7,7.0234,,,,1.0,,,,,,,,,
2018-07-12,,,,,119.86,75.639,,,6172.95,0.4345,678.78,,427.69,,,,,,0.2092,,,,,,15.988,210.275,,,,,,,,,0.0316,152.095,6.7594,,,,1.001,,,,,,,,,
2018-07-13,,,,,121.79,75.95,,,6185.23,0.436,693.42,,430.573,,,,,,0.2057,,,,,,16.12,220.541,,,,,,,,,0.0332,180.998,6.7847,,,,0.994,,,,,,,,,
2018-07-14,,,,,,,,,,,,,,,,,,,0.2057,,,,,,,,,,,,,,,,0.0335,,,,,,0.9994,,,,,,,,,
2018-07-15,,,,,123.833,79.029,,,6372.23,0.4479,727.0,,452.727,,,,,,0.2207,,,,,,16.715,233.051,,,,,,,,,0.0348,176.33,7.4453,,,,0.997,,,,,,,,,
2018-07-16,,,,,133.385,82.95,,,6661.85,0.4691,799.08,,475.87,,,,,,0.2207,,,,,,17.36,244.766,,,,,,,,,0.0371,187.56,8.0518,,,,0.9972,,,,,,,,,
2018-07-17,,,,,143.163,88.885,,,7314.0,0.5096,845.23,,499.872,,,,,,0.2207,,,,,,17.908,258.372,,,,,,,,,0.0405,203.043,8.8205,,,,0.999,,,,,,,,,
2018-07-18,,,,,139.778,87.978,,,7336.6,0.4831,822.15,,473.515,,,,,,0.2834,,,,,,17.331,263.47,,,,,,,,,0.0407,202.87,8.6388,,,,0.9986,,,,,,,,,
2018-07-19,,,,,139.228,86.19,,,7418.83,0.4765,816.45,,467.043,,,,,,0.3061,,,,,,17.344,257.93,,,,,,,,,0.0378,200.188,8.2351,,,,0.9971,,,,,,,,,
2018-07-20,,,,,130.31,82.44,,,7351.07,0.439,777.77,,444.25,,,,,,0.3061,,,,,,15.978,247.306,,,,,,,,,0.0351,186.16,7.9264,,,,0.9964,,,,,,,,,
2018-07-21,,,,,,,,,,,,,,,,,,,0.3061,,,,,,,,,,,,,,,,0.036,,,,,,1.0001,,,,,,,,,
2018-07-22,,,,,130.108,83.57,,,7523.48,0.4607,807.31,,463.627,,,,,,0.3061,,,,,,16.47,254.328,,,,,,,,,0.0366,193.438,8.122,,,,0.9987,,,,,,,,,
2018-07-23,,,,,134.17,81.765,,,7702.88,0.4438,788.09,,447.847,,,,,,0.3061,,,,,,15.918,240.38,,,,,,,,,0.0344,191.805,7.8498,,,,0.9981,,,,,,,,,
2018-07-24,,,,,141.13,87.48,,,8227.05,0.4517,849.18,,472.025,,,,,,0.3061,,,,,,16.417,248.253,,,,,,,,,0.0379,216.083,8.4458,,,,1.0048,,,,,,,,,
2018-07-25,,,,,141.503,87.295,,,8176.35,0.4651,837.72,,475.077,,,,,,0.3338,,,,,,16.697,245.405,,,,,,,,,0.0375,218.785,8.6055,,,,0.9982,,,,,,,,,
2018-07-26,,,,,140.44,85.831,,,8138.47,0.4576,822.15,,471.937,,,,,,0.3191,,,,,,17.013,245.364,,,,,,,,,0.0376,221.238,8.4846,,,,0.998,,,,,,,,,
2018-07-27,,,,,141.233,84.43,,,8225.12,0.4572,826.32,,466.685,,,,,,0.3183,,,,,,17.079,254.019,,,,,,,,,0.0368,221.598,8.3947,,,,0.9972,,,,,,,,,
2018-07-28,,,,,,,,,,,,,,,,,,,0.3183,,,,,,,,,,,,,,,,0.0365,,,,,,0.99,,,,,,,,,
2018-07-29,,,,,135.363,83.586,,,8193.47,0.4521,826.71,,465.492,,,,,,0.3183,,,,,,16.83,238.411,,,,,,,,,0.0399,217.733,8.2766,,,,0.9992,,,,,,,,,
2018-07-30,,,,,132.205,82.37,,,8146.16,0.4444,812.39,,453.548,,0.0246,,,,0.3183,,,,,,17.206,234.186,,,,,,,,,0.0365,219.67,7.7028,,,,0.9971,,,,,,,,,
2018-07-31,,,,,121.38,77.637,,,7689.43,0.4317,767.96,,432.17,,0.0221,,,,0.27,,,,,,16.605,214.327,,,,,,,,,0.0338,199.208,7.2188,,,,0.997,,,,,,,,,
2018-08-01,,,,,121.948,76.026,,,7482.23,0.4391,745.52,,409.563,,0.0197,,,,0.27,,,,,,15.034,214.458,,,,,,,,,0.0319,195.688,7.1525,,,,0.998,,,,,,,,,
2018-08-02,,,,,121.525,76.12,,,7546.53,0.4331,734.48,,409.71,,0.0174,,,,0.27,,,,,,14.962,207.613,,,,,,,,,0.0311,185.953,7.0914,,,,0.9977,,,,,,,,,
