timestamp,price,true_1d_log_return,prediction_btc,prediction_btc_5
2023-09-11 00:00:00+00:00,,,,0
2023-09-12 00:00:00+00:00,,,,1
2023-09-13 00:00:00+00:00,,,,1
2023-09-14 00:00:00+00:00,,,,1
2023-09-15 00:00:00+00:00,,,,1
2023-09-16 00:00:00+00:00,,,,0
2023-09-17 00:00:00+00:00,1.6381659690725303e-09,-0.0127993600426621,0.0,0
2023-09-18 00:00:00+00:00,,,,1
2023-09-19 00:00:00+00:00,,,,1
2023-09-20 00:00:00+00:00,1.642923307326426e-09,0.0,0.0,0
2023-09-21 00:00:00+00:00,1.642923307326426e-09,-0.0306984651023226,0.0,0
2023-09-22 00:00:00+00:00,1.5962842735587918e-09,0.0,0.0,1
2023-09-23 00:00:00+00:00,1.5962842735587918e-09,0.0,0.0,0
2023-09-24 00:00:00+00:00,1.5962842735587918e-09,-0.0032998350109988,0.0,0
2023-09-25 00:00:00+00:00,,,,1
2023-09-26 00:00:00+00:00,1.593254364257259e-09,-0.0042997850143318,0.0,1
2023-09-27 00:00:00+00:00,,,,1
2023-09-28 00:00:00+00:00,1.596124661092682e-09,0.0213989300713257,1.0,1
2023-09-29 00:00:00+00:00,1.630648085889878e-09,0.0,0.0,1
2023-09-30 00:00:00+00:00,1.630648085889878e-09,0.012699365042329,1.0,1
2023-10-01 00:00:00+00:00,1.6514883300407031e-09,0.0139993000466616,1.0,1
2023-10-02 00:00:00+00:00,1.6747705981875e-09,-0.0005999700019998,0.0,0
2023-10-03 00:00:00+00:00,1.673766087436647e-09,-0.0137993100459949,0.0,0
2023-10-04 00:00:00+00:00,1.650827899824496e-09,0.0004999750016664,1.0,1
2023-10-05 00:00:00+00:00,1.6516534788737071e-09,-0.0206989650689925,0.0,0
2023-10-06 00:00:00+00:00,1.6178173556487067e-09,0.0106994650356627,1.0,1
2023-10-07 00:00:00+00:00,1.635220069725478e-09,0.0,0.0,0
2023-10-08 00:00:00+00:00,1.635220069725478e-09,-0.0106994650356628,0.0,0
2023-10-09 00:00:00+00:00,1.6178173556487067e-09,-0.0152992350509945,0.0,0
2023-10-10 00:00:00+00:00,1.593254364257259e-09,-0.0192990350643262,0.0,0
2023-10-11 00:00:00+00:00,,,,0
2023-10-12 00:00:00+00:00,,,,0
2023-10-13 00:00:00+00:00,,,,1
2023-10-14 00:00:00+00:00,,,,1
2023-10-15 00:00:00+00:00,,,,1
2023-10-16 00:00:00+00:00,,,,1
2023-10-17 00:00:00+00:00,,,,0
2023-10-18 00:00:00+00:00,,,,0
2023-10-19 00:00:00+00:00,,,,1
2023-10-20 00:00:00+00:00,1.6001197647925035e-09,0.0,0.0,1
2023-10-21 00:00:00+00:00,1.6001197647925035e-09,0.0158992050529939,1.0,1
2023-10-22 00:00:00+00:00,1.625763716064462e-09,0.0405979701353191,1.0,1
2023-10-23 00:00:00+00:00,1.6931245272301187e-09,-0.0024998750083327,0.0,1
2023-10-24 00:00:00+00:00,1.688897213617832e-09,0.063496825211644,1.0,1
2023-10-25 00:00:00+00:00,,,,0
2023-10-26 00:00:00+00:00,,,,0
2023-10-27 00:00:00+00:00,1.8088157508578726e-09,-0.0122993850409956,0.0,0
2023-10-28 00:00:00+00:00,,,,0
2023-10-29 00:00:00+00:00,1.8313835691158195e-09,-0.0348982551163205,0.0,1
2023-10-30 00:00:00+00:00,1.807188630350823e-09,0.0,0.0,1
2023-10-31 00:00:00+00:00,1.807188630350823e-09,0.0,0.0,1
2023-11-01 00:00:00+00:00,1.807188630350823e-09,-0.0021998900073321,0.0,1
2023-11-02 00:00:00+00:00,1.8032173838958222e-09,0.0022998850076654,1.0,0
2023-11-03 00:00:00+00:00,1.8073693492138582e-09,-0.0011999400039997,0.0,1
2023-11-04 00:00:00+00:00,1.8052019150852582e-09,0.0,0.0,1
2023-11-05 00:00:00+00:00,1.8052019150852582e-09,0.0367981601226539,1.0,1
2023-11-06 00:00:00+00:00,1.872867371014943e-09,0.0144992750483281,1.0,0
2023-11-07 00:00:00+00:00,1.90022041057991e-09,-0.0065996700219977,0.0,1
2023-11-08 00:00:00+00:00,1.8877208746759603e-09,0.0,0.0,1
2023-11-09 00:00:00+00:00,1.8877208746759603e-09,0.0160991950536607,1.0,1
2023-11-10 00:00:00+00:00,1.918357612946804e-09,0.0643967802146434,1.0,0
2023-11-11 00:00:00+00:00,2.045958103933547e-09,-0.0026998650089988,0.0,0
2023-11-12 00:00:00+00:00,2.040441743304233e-09,0.0099995000333296,1.0,1
2023-11-13 00:00:00+00:00,2.060947493344638e-09,-0.004099795013665,0.0,0
2023-11-14 00:00:00+00:00,2.052515327973643e-09,-0.0397980101326523,0.0,0
2023-11-15 00:00:00+00:00,1.972433422145794e-09,0.0423978801413179,1.0,1
2023-11-16 00:00:00+00:00,2.0578585438407992e-09,-0.035398230117987,0.0,0
2023-11-17 00:00:00+00:00,1.986288198520054e-09,-0.0176991150589934,0.0,0
2023-11-18 00:00:00+00:00,1.9514419387873292e-09,-0.0012999350043329,0.0,0
2023-11-19 00:00:00+00:00,1.948906839191519e-09,0.0299985000999891,1.0,1
2023-11-20 00:00:00+00:00,2.0082568765111486e-09,0.0013999300046661,1.0,1
2023-11-21 00:00:00+00:00,2.011070264383228e-09,-0.0196990150656596,0.0,0
2023-11-22 00:00:00+00:00,1.9718418104454344e-09,0.0457977101526501,1.0,1
2023-11-23 00:00:00+00:00,2.064247483625487e-09,0.0036998150123317,1.0,1
2023-11-24 00:00:00+00:00,2.071898963255986e-09,0.0071996400239976,1.0,1
2023-11-25 00:00:00+00:00,2.0868697173104283e-09,-0.0053997300179982,0.0,0
2023-11-26 00:00:00+00:00,2.0756315530865644e-09,-0.0129993500433284,0.0,0
2023-11-27 00:00:00+00:00,2.0488243078458624e-09,-0.0107994600359961,0.0,0
2023-11-28 00:00:00+00:00,2.0268171581669256e-09,0.0114994250383291,1.0,1
2023-11-29 00:00:00+00:00,2.050258915186175e-09,-0.0072996350243307,0.0,0
2023-11-30 00:00:00+00:00,2.035347264417522e-09,0.0246987650823243,1.0,1
2023-12-01 00:00:00+00:00,2.0862437815865526e-09,0.0024998750083325,1.0,1
2023-12-02 00:00:00+00:00,2.091465654572864e-09,0.0351982401173206,1.0,1
2023-12-03 00:00:00+00:00,2.166392475485793e-09,0.0217989100726592,1.0,1
2023-12-04 00:00:00+00:00,2.214135957580361e-09,0.006799660022664,1.0,1
2023-12-05 00:00:00+00:00,2.229242631253204e-09,0.0268986550896569,1.0,1
2023-12-06 00:00:00+00:00,2.290020010264124e-09,-0.0192990350643263,0.0,0
2023-12-07 00:00:00+00:00,2.2462485656678924e-09,0.0569971501899794,1.0,1
2023-12-08 00:00:00+00:00,2.377997318786628e-09,-0.010799460035996,0.0,0
2023-12-09 00:00:00+00:00,2.3524544048675375e-09,-0.0022998850076658,0.0,0
2023-12-10 00:00:00+00:00,2.34705024710337e-09,-0.0518974051729815,0.0,0
2023-12-11 00:00:00+00:00,2.228351157080388e-09,0.004999750016665,1.0,1
2023-12-12 00:00:00+00:00,2.239520253894512e-09,-0.0291985400973227,0.0,0
2023-12-13 00:00:00+00:00,2.175074964672815e-09,0.0340982951136544,1.0,1
2023-12-14 00:00:00+00:00,2.250520281205194e-09,0.0162991850543274,1.0,1
2023-12-15 00:00:00+00:00,2.287502499011324e-09,-0.0199990000666596,0.0,0
2023-12-16 00:00:00+00:00,2.2422091567753582e-09,-0.012499375041662,0.0,0
2023-12-17 00:00:00+00:00,2.2143573711761188e-09,-0.0217989100726588,0.0,0
2023-12-18 00:00:00+00:00,2.166609114733342e-09,0.0302984851009889,1.0,1
2023-12-19 00:00:00+00:00,2.233258680550429e-09,-0.0222988850743253,0.0,0
2023-12-20 00:00:00+00:00,2.1840106308510252e-09,0.0031998400106659,1.0,1
2023-12-21 00:00:00+00:00,2.191010308403028e-09,0.022198890073992,1.0,1
2023-12-22 00:00:00+00:00,2.240192177158528e-09,0.0150992450503278,1.0,1
2023-12-23 00:00:00+00:00,2.274274045525709e-09,0.0197990100659927,1.0,1
2023-12-24 00:00:00+00:00,2.319751135347214e-09,-0.0213989300713257,0.0,0
2023-12-25 00:00:00+00:00,2.2706382982106435e-09,-0.000399980001333,0.0,1
2023-12-26 00:00:00+00:00,2.2697302699097847e-09,-0.0213989300713257,0.0,0
2023-12-27 00:00:00+00:00,2.221676454398519e-09,0.0816959152723039,1.0,1
2023-12-28 00:00:00+00:00,2.410798416536787e-09,-0.0287985600959896,0.0,0
2023-12-29 00:00:00+00:00,2.3423610718023027e-09,-0.0212989350709925,0.0,0
2023-12-30 00:00:00+00:00,2.292998823148184e-09,-0.0032998350109984,0.0,0
2023-12-31 00:00:00+00:00,2.2854447757610142e-09,0.0032998350109984,1.0,1
2024-01-01 00:00:00+00:00,2.292998823148184e-09,0.03789810512632,1.0,1
2024-01-02 00:00:00+00:00,2.3815668127443062e-09,-0.0053997300179983,0.0,0
2024-01-03 00:00:00+00:00,2.36874165229959e-09,-0.0594970251983116,0.0,0
2024-01-04 00:00:00+00:00,2.231919194201388e-09,0.0035998200119986,1.0,1
2024-01-05 00:00:00+00:00,2.239968180340494e-09,0.0068996550229972,1.0,1
2024-01-06 00:00:00+00:00,2.255476627993142e-09,-0.0068996550229972,0.0,0
2024-01-07 00:00:00+00:00,2.239968180340494e-09,-0.0256987150856574,0.0,0
2024-01-08 00:00:00+00:00,2.1831372449560755e-09,0.0569971501899794,1.0,1
2024-01-09 00:00:00+00:00,2.311184342817889e-09,0.0145992700486614,1.0,1
2024-01-10 00:00:00+00:00,2.345173451562208e-09,0.0965951703219652,1.0,1
2024-01-11 00:00:00+00:00,2.583007805636739e-09,0.0095995200319964,1.0,1
2024-01-12 00:00:00+00:00,2.607922835646587e-09,-0.0233988300779914,0.0,0
2024-01-13 00:00:00+00:00,2.5476088821586763e-09,0.0051997400173315,1.0,1
2024-01-14 00:00:00+00:00,2.5608902860108703e-09,-0.0228988550763251,0.0,0
2024-01-15 00:00:00+00:00,2.502915145936892e-09,0.0059997000199978,1.0,1
2024-01-16 00:00:00+00:00,2.517977024182539e-09,0.0215989200719921,1.0,1
2024-01-17 00:00:00+00:00,2.5729541951496643e-09,-0.0174991250583269,0.0,0
2024-01-18 00:00:00+00:00,2.5283214042604383e-09,-0.030598470101989,0.0,0
2024-01-19 00:00:00+00:00,2.4521302482768326e-09,0.0131993400439951,1.0,1
2024-01-20 00:00:00+00:00,2.484711300420925e-09,-0.0034998250116653,0.0,0
2024-01-21 00:00:00+00:00,2.4760304452627655e-09,-0.0158992050529942,0.0,0
2024-01-22 00:00:00+00:00,2.4369748288415124e-09,-0.040997950136652,0.0,0
2024-01-23 00:00:00+00:00,2.3390842244697403e-09,-0.0505974701686483,0.0,0
2024-01-24 00:00:00+00:00,2.2236767631976502e-09,-0.0066996650223311,0.0,0
2024-01-25 00:00:00+00:00,2.208828667937171e-09,0.0090995450303303,1.0,1
2024-01-26 00:00:00+00:00,2.229019729280276e-09,0.0199990000666593,1.0,1
2024-01-27 00:00:00+00:00,2.2740466408616227e-09,0.0020998950069991,1.0,1
2024-01-28 00:00:00+00:00,2.278826917331221e-09,-0.0043997800146649,0.0,0
2024-01-29 00:00:00+00:00,2.268822604729461e-09,0.0216989150723255,1.0,1
2024-01-30 00:00:00+00:00,2.318591607661036e-09,0.0079996000266638,1.0,1
2024-01-31 00:00:00+00:00,2.3372137988798726e-09,-0.0339983001133211,0.0,0
2024-02-01 00:00:00+00:00,2.2590880984333622e-09,0.0190990450636597,1.0,1
2024-02-02 00:00:00+00:00,2.3026491872745847e-09,0.0082995850276637,1.0,1
2024-02-03 00:00:00+00:00,2.3218397466743235e-09,-0.0081995900273304,0.0,0
2024-02-04 00:00:00+00:00,2.302879452193312e-09,-0.0095995200319966,0.0,0
2024-02-05 00:00:00+00:00,2.2808786821259592e-09,0.0189990500633267,1.0,1
2024-02-06 00:00:00+00:00,2.324627487295485e-09,0.0218989050729921,1.0,1
2024-02-07 00:00:00+00:00,2.3760957767253528e-09,0.024398780081324,1.0,1
2024-02-08 00:00:00+00:00,2.434782647732247e-09,0.0097995100326635,1.0,1
2024-02-09 00:00:00+00:00,2.458759614101137e-09,0.0180990950603267,1.0,1
2024-02-10 00:00:00+00:00,2.50366609557063e-09,0.0004999750016667,1.0,1
2024-02-11 00:00:00+00:00,2.504918179010063e-09,-0.0014999250049994,0.0,0
2024-02-12 00:00:00+00:00,2.501163805940785e-09,0.0596970151989784,1.0,1
2024-02-13 00:00:00+00:00,2.655022584677319e-09,-0.0074996250249972,0.0,0
2024-02-14 00:00:00+00:00,2.635185389599124e-09,0.0559972001866465,1.0,1
2024-02-15 00:00:00+00:00,2.786958161282994e-09,0.0200989950669927,1.0,1
2024-02-16 00:00:00+00:00,2.843539933232682e-09,-0.0195990200653265,0.0,0
2024-02-17 00:00:00+00:00,2.788351919087322e-09,-0.0068996550229972,0.0,0
2024-02-18 00:00:00+00:00,2.7691794704626587e-09,0.0408979551363185,1.0,1
2024-02-19 00:00:00+00:00,2.88478106982347e-09,0.0146992650489947,1.0,1
2024-02-20 00:00:00+00:00,2.9274984190433347e-09,0.028298585094323,1.0,1
2024-02-21 00:00:00+00:00,3.0115258027805814e-09,-0.0304984751016558,0.0,0
2024-02-22 00:00:00+00:00,2.921065323170884e-09,0.0077996100259974,1.0,1
2024-02-23 00:00:00+00:00,2.943937574923521e-09,-0.0074996250249973,0.0,0
2024-02-24 00:00:00+00:00,2.9219417304027166e-09,0.0368981551229867,1.0,1
2024-02-25 00:00:00+00:00,3.031769754992971e-09,0.0204989750683257,1.0,1
2024-02-26 00:00:00+00:00,3.094559289457699e-09,0.0443977801479841,1.0,1
2024-02-27 00:00:00+00:00,3.235046434983836e-09,0.0029998500099989,1.0,1
2024-02-28 00:00:00+00:00,3.244765659883937e-09,0.0462976851543168,1.0,1
2024-02-29 00:00:00+00:00,3.398522631182617e-09,-0.0104994750349962,0.0,0
2024-03-01 00:00:00+00:00,3.363026598601202e-09,0.021198940070659,1.0,1
2024-03-02 00:00:00+00:00,3.43508022986791e-09,-0.0054997250183315,0.0,0
2024-03-03 00:00:00+00:00,3.4162400884742992e-09,0.0204989750683259,1.0,1
2024-03-04 00:00:00+00:00,3.486992204271279e-09,0.037798110125986,1.0,1
2024-03-05 00:00:00+00:00,3.62131653043579e-09,-0.0303984801013217,0.0,0
2024-03-06 00:00:00+00:00,3.512890356684889e-09,0.0765961702553059,1.0,1
2024-03-07 00:00:00+00:00,3.792537546222228e-09,0.0288985550963229,1.0,1
2024-03-08 00:00:00+00:00,3.90373539140328e-09,-0.0021998900073326,0.0,1
2024-03-09 00:00:00+00:00,3.895157042096509e-09,0.0069996500233305,1.0,1
2024-03-10 00:00:00+00:00,3.922517423012261e-09,-0.021998900073325,0.0,0
2024-03-11 00:00:00+00:00,3.8371685864817445e-09,0.0551972401839797,1.0,1
2024-03-12 00:00:00+00:00,4.0549241720940764e-09,-0.0071996400239974,0.0,0
2024-03-13 00:00:00+00:00,4.025835019097948e-09,-0.0099995000333297,0.0,0
2024-03-14 00:00:00+00:00,3.985779284115801e-09,-0.0686965652289755,0.0,0
2024-03-15 00:00:00+00:00,3.7211631057518444e-09,0.0035998200119991,1.0,1
2024-03-16 00:00:00+00:00,3.734582762851155e-09,-0.0441977901473173,0.0,0
2024-03-17 00:00:00+00:00,3.573116957195232e-09,0.0088995550296631,1.0,1
2024-03-18 00:00:00+00:00,3.6050580280256705e-09,-0.0583970801946455,0.0,0
2024-03-19 00:00:00+00:00,3.4005622546076967e-09,-0.0580970951936458,0.0,0
2024-03-20 00:00:00+00:00,3.208628835252891e-09,0.099195040330631,1.0,1
2024-03-21 00:00:00+00:00,3.5432299701513183e-09,-0.0225988700753251,0.0,0
2024-03-22 00:00:00+00:00,3.464054978667656e-09,-0.0395980201319858,0.0,0
2024-03-23 00:00:00+00:00,3.329565589510555e-09,0.0035998200119988,1.0,1
2024-03-24 00:00:00+00:00,3.3415730256887294e-09,0.0296985150989893,1.0,1
2024-03-25 00:00:00+00:00,3.442301116589828e-09,0.0492975351643155,1.0,1
2024-03-26 00:00:00+00:00,3.6162504876484646e-09,0.0001999900006665,1.0,0
2024-03-27 00:00:00+00:00,3.616973773908499e-09,-0.0396980151323191,0.0,0
2024-03-28 00:00:00+00:00,3.476199804910503e-09,0.0239988000799914,1.0,1
2024-03-29 00:00:00+00:00,3.5606335307451158e-09,-0.0152992350509946,0.0,0
2024-03-30 00:00:00+00:00,3.506573157082773e-09,0.0050997450169983,1.0,1
2024-03-31 00:00:00+00:00,3.524501462103744e-09,0.023198840077325,1.0,1
2024-04-01 00:00:00+00:00,3.6072216036732965e-09,-0.032298385107655,0.0,0
2024-04-02 00:00:00+00:00,3.4925755781421086e-09,-0.0569971501899794,0.0,0
2024-04-03 00:00:00+00:00,3.299075579652641e-09,0.007099645023664,1.0,1
2024-04-04 00:00:00+00:00,3.322581187175971e-09,-0.0068996550229975,0.0,0
2024-04-05 00:00:00+00:00,3.2997354277593275e-09,0.0044997750149983,1.0,1
2024-04-06 00:00:00+00:00,3.314616951437428e-09,0.0222988850743253,1.0,1
2024-04-07 00:00:00+00:00,3.389359454085077e-09,0.0105994700353296,1.0,1
2024-04-08 00:00:00+00:00,3.42547593771439e-09,0.0715964202386409,1.0,1
2024-04-09 00:00:00+00:00,3.6797206619296062e-09,-0.0459977001533168,0.0,0
2024-04-10 00:00:00+00:00,3.5142957236150362e-09,0.0046997650156651,1.0,1
2024-04-11 00:00:00+00:00,3.530850960099839e-09,-0.0061996900206646,0.0,0
2024-04-12 00:00:00+00:00,3.509028494795836e-09,-0.1039948003466289,0.0,0
2024-04-13 00:00:00+00:00,3.162441692439716e-09,-0.0557972101859801,0.0,0
2024-04-14 00:00:00+00:00,2.9908188312751487e-09,0.0446977651489837,1.0,1
2024-04-15 00:00:00+00:00,3.127534428693206e-09,-0.0147992600493278,0.0,0
2024-04-16 00:00:00+00:00,3.0815900433740843e-09,0.0032998350109987,1.0,1
2024-04-17 00:00:00+00:00,3.091775578138419e-09,-0.0295985200986559,0.0,0
2024-04-18 00:00:00+00:00,3.0016046425984502e-09,-0.0192990350643264,0.0,0
2024-04-19 00:00:00+00:00,2.944231968681013e-09,0.0356982151189871,1.0,1
2024-04-20 00:00:00+00:00,3.051234328411702e-09,0.0313984301046553,1.0,1
2024-04-21 00:00:00+00:00,3.1485582092162255e-09,-0.0024998750083323,0.0,1
2024-04-22 00:00:00+00:00,3.140697037304276e-09,0.0206989650689924,1.0,1
2024-04-23 00:00:00+00:00,3.206383693214831e-09,0.010499475034996,1.0,1
2024-04-24 00:00:00+00:00,3.240226393147746e-09,-0.0302984851009889,0.0,0
2024-04-25 00:00:00+00:00,3.143524795552641e-09,0.000999950003333,1.0,1
2024-04-26 00:00:00+00:00,3.1466697353116403e-09,-0.0176991150589937,0.0,0
2024-04-27 00:00:00+00:00,3.0914664314952695e-09,0.0553972301846467,1.0,1
2024-04-28 00:00:00+00:00,3.267557558510185e-09,0.003099845010332,1.0,1
2024-04-29 00:00:00+00:00,3.27770219578217e-09,-0.0326983651089882,0.0,0
2024-04-30 00:00:00+00:00,3.172259981265279e-09,-0.0553972301846468,0.0,0
2024-05-01 00:00:00+00:00,3.001304512147235e-09,-0.031298435104322,0.0,0
2024-05-02 00:00:00+00:00,2.9088231873903294e-09,0.0326983651089884,1.0,1
2024-05-03 00:00:00+00:00,3.0055090707441227e-09,0.0321983901073216,1.0,1
2024-05-04 00:00:00+00:00,3.1038564412313766e-09,-0.0046997650156651,0.0,0
2024-05-05 00:00:00+00:00,3.089303270344205e-09,0.0173991300579939,1.0,1
2024-05-06 00:00:00+00:00,3.143524795552641e-09,-0.0158992050529942,0.0,0
2024-05-07 00:00:00+00:00,3.09394047042421e-09,-0.0226988650756583,0.0,0
2024-05-08 00:00:00+00:00,3.0245025950129703e-09,-0.0094995250316634,0.0,0
2024-05-09 00:00:00+00:00,2.995907292836395e-09,0.0133993300446619,1.0,1
2024-05-10 00:00:00+00:00,3.0363205943635718e-09,-0.0402979851343188,0.0,0
2024-05-11 00:00:00+00:00,2.916395588920194e-09,-0.000399980001333,0.0,0
2024-05-12 00:00:00+00:00,2.915229322265867e-09,-9.999500033332494e-05,0.0,0
2024-05-13 00:00:00+00:00,2.914937828483019e-09,0.0102994850343297,1.0,1
2024-05-14 00:00:00+00:00,2.945115326601521e-09,-0.0204989750683258,0.0,0
2024-05-15 00:00:00+00:00,2.8853580548852462e-09,0.044497775148317,1.0,1
2024-05-16 00:00:00+00:00,3.016649494368954e-09,-0.0237988100793247,0.0,0
2024-05-17 00:00:00+00:00,2.9457043791179942e-09,0.053097345176981,1.0,1
2024-05-18 00:00:00+00:00,3.106340395638003e-09,0.0035998200119986,1.0,1
2024-05-19 00:00:00+00:00,3.117542813204371e-09,-0.0125993700419954,0.0,0
2024-05-20 00:00:00+00:00,3.078510147527505e-09,0.1803909806012683,1.0,1
2024-05-21 00:00:00+00:00,3.6870870989193872e-09,0.0260986950869907,1.0,1
2024-05-22 00:00:00+00:00,3.784581971424338e-09,-0.0066996650223308,0.0,0
2024-05-23 00:00:00+00:00,3.7593112870502335e-09,0.0146992650489944,1.0,1
2024-05-24 00:00:00+00:00,3.8149785315267536e-09,-0.0258987050863242,0.0,0
2024-05-25 00:00:00+00:00,3.717443988467411e-09,0.0111994400373296,1.0,1
2024-05-26 00:00:00+00:00,3.7593112870502335e-09,0.0320983951069882,1.0,1
2024-05-27 00:00:00+00:00,3.881936656552067e-09,-0.0091995400306631,0.0,0
2024-05-28 00:00:00+00:00,3.846388389445106e-09,-0.0004999750016665,0.0,0
2024-05-29 00:00:00+00:00,3.844465772074045e-09,-0.0180990950603266,0.0,0
2024-05-30 00:00:00+00:00,3.7755103186055605e-09,-0.0074996250249973,0.0,0
2024-05-31 00:00:00+00:00,3.7473013176192205e-09,0.0049997500166647,1.0,1
2024-06-01 00:00:00+00:00,3.766083802181941e-09,0.0155992200519941,1.0,1
2024-06-02 00:00:00+00:00,3.8252923753020314e-09,-0.0053997300179977,0.0,0
2024-06-03 00:00:00+00:00,3.804692496180999e-09,-0.0086995650289972,0.0,0
2024-06-04 00:00:00+00:00,3.7717368839872875e-09,0.0134993250449953,1.0,1
2024-06-05 00:00:00+00:00,3.822998002974081e-09,0.0099995000333298,1.0,1
2024-06-06 00:00:00+00:00,3.8614178410857085e-09,-0.0139993000466616,0.0,0
2024-06-07 00:00:00+00:00,3.807737315704932e-09,-0.0313984301046554,0.0,0
2024-06-08 00:00:00+00:00,3.690037801189413e-09,-0.0024998750083325,0.0,0
2024-06-09 00:00:00+00:00,3.6808246885234844e-09,0.0031998400106653,1.0,1
2024-06-10 00:00:00+00:00,3.692621602687347e-09,-0.0189990500633264,0.0,0
2024-06-11 00:00:00+00:00,3.623127550868878e-09,-0.0401979901339854,0.0,0
2024-06-12 00:00:00+00:00,3.480373539733203e-09,0.0167991600559938,1.0,1
2024-06-13 00:00:00+00:00,3.5393347547029233e-09,-0.014799260049328,0.0,0
2024-06-14 00:00:00+00:00,3.487340903491706e-09,-0.0028998550096653,0.0,1
2024-06-15 00:00:00+00:00,3.477242769141447e-09,0.0254987250849907,1.0,1
2024-06-16 00:00:00+00:00,3.567048121776325e-09,0.0128993550429951,1.0,1
